angular_cell_offset_std,area_diagonal_m,area_scale,azimuth_cells,base_seed,beam_count,beamwidth_deg,case_id,communication_range_m,communication_range_to_diagonal_ratio,delay_slots,discovery_slot,edge_i,edge_j,elevation_cells,episode,false_alarm_rate,first_true_slot,isac_error_sweep_enabled,miss_detection_rate,node_count,protocol,range_mode,range_sweep_enabled,sensing_range_m,sensing_range_to_diagonal_ratio,sensing_to_comm_range_ratio,slot_duration_ms,train_beamwidth_deg,train_node_count
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,277,276,32,54,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,280,279,35,53,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,295,294,12,56,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,295,294,44,97,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,307,306,35,39,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,308,307,10,44,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,309,308,6,95,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,328,327,0,33,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,356,355,21,81,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,357,356,23,87,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,372,371,14,73,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,379,378,73,93,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,387,386,6,99,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,389,388,21,38,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,391,390,37,44,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,407,406,10,54,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,442,441,76,98,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,443,442,4,46,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,454,453,57,96,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,458,457,42,55,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,461,460,26,29,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
